Site ID,Site Name,Site Name (ar),Alternative Name,Displacement Type,Site Status,Managing Agency,Implementing Partner,FinalImplementingPartner,Funding-Implementing,Governorate,adm2,Neighborhood,adm 4,Latitude,Longitude,Accessibility,Updating Agency,Type of Visit,Total Inv,Total HH,Males 0-5,Females 0-5,Males 6-17,Females 6-17,Males 18-60,Females 18-60,Males 60+,Females 60+,Population change last month,HH departed (last 30 days),Indv departed (last 30 days),HH arrived (last 30 days),Indv arrived (last 30 days),Female headed HH (18-59 years),Child headed (0-17) HH,Unaccompanied Children,Persons with disabilities,Persons with chronic illnesses,Pregnant/ lactating women (PLW)
NGZ4355,Al-Naser Site,موقع النصر,,Makeshift site,Inactive,No SMA,,No SMA,,North Gaza,255,Al Farata,255034,31.53791,34.54087,"Inaccessible, beyond yellow line",DRC,Phone interview,,,,,,,,,,,,,,,,,,,,,
NGZ4357,Al Noor al Shamali,مخيم النور الشمال,مخيم ابو جراد,Makeshift site,Inactive,No SMA,,No SMA,,North Gaza,255,Al-Sekka,2550310,31.545283,34.523012,"Inaccessible, beyond yellow line",DRC,Phone interview,,,,,,,,,,,,,,,,,,,,,
NGZ4398,Somod camp 5,مخيم صمود 5,,Makeshift site,Inactive,No SMA,,No SMA,,North Gaza,255,Madinat Ash Sheikh Zayed,25501132,31.542558,34.514156,"Inaccessible, beyond yellow line",DRC,Phone interview,,,,,,,,,,,,,,,,,,,,,
NGZ4417,Al Nahda,النهضة,ارض الجمل,Makeshift site,Inactive,No SMA,,No SMA,,North Gaza,255,An Nuzhah,25505141,31.5292712,34.4958121,"Inaccessible, Between orange and yellow line",IOM,In person visit,,,,,,,,,,,,,,,,,,,,,
NGZ4450,Ruhmaa Binahom,موقع رحماء بينهم,,Makeshift site,Inactive,No SMA,,No SMA,,North Gaza,255,Jabalya Camp,25504177,31.536494,34.490127,Accessible,IOM,In person visit,,,,,,,,,,,,,,,,,,,,,
NGZ4808,Faisel site,مخيم فيصل,,Collective Centre (non-UNRWA),Inactive,No SMA,,No SMA,,North Gaza,255,Az Zohour,25505143,31.53930705,34.48458033,Accessible,IOM,In person visit,,,,,,,,,,,,,,,,,,,,,
DEB2488,Al-Warood Site,موقع الوورد,,Makeshift site,Inactive,No SMA,,No SMA,,Deir Al-Balah,265,An Nuseirat,26501147,31.45075,34.36865,Accessible,ACTED,In person visit,,,,,,,,,,,,,,,,,,,,,
DEB3614,Al-Amal Site,موقع الامل,,Makeshift site,Inactive,No SMA,,No SMA,,Deir Al-Balah,265,An Nuseirat,26501147,31.44881,34.36637,Accessible,ACTED,In person visit,,,,,,,,,,,,,,,,,,,,,
KYS1050,Al Bashir,مخيم ابو الفضل الاسطل,,Makeshift site,Inactive,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.37804,34.29021,Accessible,PHC,In person visit,,,,,,,,,,,,,,,,,,,,,
KYS1654,Al shat,الشط,,Makeshift site,Inactive,PHC,,PHC,PHC,Khan Younis,270,Al Mawasi,27002154,31.3848499,34.290491,Accessible,PHC,In person visit,,,,,,,,,,,,,,,,,,,,,
NGZ5090,Albasheer site,موقع البشير,,Makeshift site,Inactive,No SMA,,No SMA,,North Gaza,255,Mashroo Amer wal Isra'a,25501130,31.5500781,34.474989,Accessible,DRC,In person visit,,,,,,,,,,,,,,,,,,,,,
GZA4853,Yafa Alsahel,يافا الساحل,,Makeshift site,Inactive,PHC,PHC,PHC,PHC/PHC,Gaza,260,Northern Remal,2600118,31.51560367,34.4515123,Accessible,ACTED,In person visit,,,,,,,,,,,,,,,,,,,,,
KYS1063,Shahir Al Akkad camp,مخيم شهير العقاد,,Makeshift site,Inactive,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.38178,34.29094,Accessible,PHC,In person visit,,,,,,,,,,,,,,,,,,,,,
